segment_id,track_id,group,split,scale_seconds,view,state_count,state_coverage,retained_edge_ratio,feature_relative_path,feature_sha256,graph_relative_path,graph_sha256,persistence_relative_path,persistence_sha256,sensitivity_persistence_relative_path,sensitivity_persistence_sha256,sidecar_relative_path,config_sha256,sequence_length,valid_states,valid_transitions,self_transitions,self_transition_ratio,vertex_count,edge_count,edge_density,reciprocity,transition_entropy,path_entropy,path_entropy_normalized,directed_recurrence,directed_recurrence_unbiased,h0_betti_auc,h1_betti_auc,h0_betti_mean,h1_betti_mean,h0_betti_max,h1_betti_max,h0_interval_count,h1_interval_count,h0_observed_persistence,h1_observed_persistence,h0_censored_count,h1_censored_count,status,processed_at,error
classical_musopen_3d194a9bdaa5__300s,classical_musopen_3d194a9bdaa5,classical,discovery,300.0,modulation_smp_k10,10,0.5,0.1,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,876e5b49779d5708a7ac5c55f4c9474e8d28d163ed7bf9b70a613b500dd6e0f4,graphs/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,9728474fea41ff423d0005a1e81e81fdd8274c5b19d952f8e6de3ae64aaa7f28,homology/persistence/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,327d57e145034a19ca1e96f54b8785f125db944a9df42834e41c869a7a545e72,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.npz,4d2be7ec806242831206cbee75219f61cbc5cada3269d2f2224fe8a592a40d9a,homology/descriptors/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3d194a9bdaa5__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,50,50,49,28,0.5714285714285714,5,9,0.45,0.8888888888888888,0.8714226219387414,0.8690902130869389,0.5399961106747723,0.1403581840899625,0.12244897959183673,1.15,0.0,2.5,0.0,3,0,3,0,1.25,0.0,1,0,success,2026-08-05,
classical_musopen_3f120e57880d__180s,classical_musopen_3f120e57880d,classical,discovery,180.0,modulation_smp_k10,10,0.5,0.12222222222222222,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,e09a11620e9f91e28df599086bd42fd75e1bd49658677043a1560020b1fad1fc,graphs/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,5dc403297d875d243c006c272c4728e7d48acee2a4f971e242ecb6c93a0cad22,homology/persistence/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,caab2a983e5287753658d7cb7abfda38d100e5898e29eb9b353eec766faea545,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_3f120e57880d__180s.npz,37312cc34fcd73253caacd6347497fbc7af3bf3b3ccce659e02c427b27498d81,homology/descriptors/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_3f120e57880d__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,88,88,87,47,0.5402298850574713,5,11,0.55,0.9090909090909091,0.8690941974570476,1.0557561174066792,0.6559781581197889,0.12617254591095256,0.11601176156107992,1.2499999999999998,0.0,2.8333333333333335,0.0,4,0,4,0,1.4,0.0,1,0,success,2026-08-05,
classical_musopen_3f120e57880d__300s,classical_musopen_3f120e57880d,classical,discovery,300.0,modulation_smp_k10,10,0.6,0.16666666666666666,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,bb8c425678ff7e1973f5cc26d664bb4ff3a2819358080b5992199a471249c2c6,graphs/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,ca1e2ba6b02a6b91887ca4e91752064c68553f1b29c6e7420cf056fc13c4ebe7,homology/persistence/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,fe56b9beb74feb397cd9d0762612139e905d6265d616998e2af4ef7759e36506,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3f120e57880d__300s.npz,cadd9564cb35ee4427acc55ccac851e3b326cbfb1864ef2668eac4e3b146c7b1,homology/descriptors/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_3f120e57880d__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,148,148,147,75,0.5102040816326531,6,15,0.5,0.9333333333333333,0.8265311938851804,1.1076044081921288,0.6181657902270324,0.12305058077652829,0.11704407790513466,1.4499999999999997,0.0,3.1666666666666665,0.0,4,0,4,0,1.5999999999999999,0.0,1,0,success,2026-08-05,
classical_musopen_40a2fd43125a__180s,classical_musopen_40a2fd43125a,classical,validation,180.0,modulation_smp_k10,10,0.7,0.2,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,ead30b8557a5a180d97bd25cbd37aa5b437ae47d7a0ab539059a9d1934dda22a,graphs/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,894f0fb5c1955857a0120d587686c28f94dad36474699f5afede5bfc1de6fe32,homology/persistence/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,73833b939b247e876f4f09c85c0ffb03ec119d5fb38723f9dd08eb68c8f69f38,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_40a2fd43125a__180s.npz,dfa29b2f986a21e7a184cee64a57b7fdb84c5717cf044b4fd9eea395e984d3e8,homology/descriptors/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_40a2fd43125a__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,88,88,87,37,0.42528735632183906,7,18,0.42857142857142855,0.5555555555555556,0.8480286412965647,1.0681422050711145,0.5489165086012161,0.09472849782005549,0.08420208500400962,1.6999999999999997,0.0,3.8333333333333335,0.0,5,0,5,0,1.8499999999999996,0.0,2,0,success,2026-08-05,
classical_musopen_40a2fd43125a__300s,classical_musopen_40a2fd43125a,classical,validation,300.0,modulation_smp_k10,10,0.7,0.2222222222222222,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_40a2fd43125a__300s.npz,fa95b987bc25a15d23509f47bccaf86736c875358e95ac4f030e88d711688257,graphs/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_40a2fd43125a__300s.npz,0d0a0c9d3a7692025362a6cb170355c48f1cd466163883e0c3dfbacd76031dd0,homology/persistence/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_40a2fd43125a__300s.npz,5e54243d2529cedc937ba26f35cd8717842f51ba860685acf5535cd023851be3,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_40a2fd43125a__300s.npz,8ed3612c0edd42adff9dab3dfa7c302545b3008e2dbbe3ef6ef981ef6059b9e0,homology/descriptors/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_40a2fd43125a__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,148,148,147,62,0.4217687074829932,7,20,0.47619047619047616,0.6,0.8397159712816112,1.203718747045742,0.6185890687862001,0.08686195566662039,0.08060758549995341,1.7999999999999998,0.0,4.0,0.0,5,0,5,0,1.9499999999999997,0.0,2,0,success,2026-08-05,
classical_musopen_414d9c796be3__180s,classical_musopen_414d9c796be3,classical,validation,180.0,modulation_smp_k10,10,0.4,0.08888888888888889,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_414d9c796be3__180s.npz,11d5f6c724e7b58d0ef985f7068ea5fb91fa77dc06cdea60debaead58d5f886d,graphs/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_414d9c796be3__180s.npz,64eaf7a1a35e83bba8aba5dd98033cf9b64a05fd83ff5abfe8330921a3492f3b,homology/persistence/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_414d9c796be3__180s.npz,1d38dbd68bfa840c15313a8f32fc0fa8abb9680512f2272953e97aa5cbd32f7e,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_414d9c796be3__180s.npz,32a2a617e75695fff0cc5cb967e5aea87e29d89ac698cc33f9e33ec406d0201c,homology/descriptors/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_414d9c796be3__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,88,88,87,41,0.47126436781609193,4,8,0.6666666666666666,0.75,0.8089503964056556,0.9518002573528669,0.6865787555999101,0.18747522790328974,0.17802726543704891,0.9499999999999998,0.0,2.1666666666666665,0.0,3,0,3,0,1.0499999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_414d9c796be3__300s,classical_musopen_414d9c796be3,classical,validation,300.0,modulation_smp_k10,10,0.4,0.13333333333333333,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_414d9c796be3__300s.npz,17f18bb723dfb090e2618dd97bcba8684322f8b307ca583506c064a89b2ae927,graphs/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_414d9c796be3__300s.npz,e6c60ac6645f1a4b56eef9b9cb28872ce450a0ceb0192ce43b6a38acda611a29,homology/persistence/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_414d9c796be3__300s.npz,e972768918a0cafcba0b3e29f7dc6ea4840d69b179ee83b594fd53bbca60b835,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_414d9c796be3__300s.npz,3dbb46993a0220d38f61196f49815678d90ec930649baa685a6b2d54f05164de,homology/descriptors/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_414d9c796be3__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,148,148,147,64,0.43537414965986393,4,12,1.0,1.0,0.7880085579653106,1.0607785027130425,0.7651899426728631,0.16451478550603915,0.15879228403690243,1.2999999999999998,0.0,3.0,0.0,4,0,4,0,1.4,0.0,2,0,success,2026-08-05,
classical_musopen_4832911d08b7__180s,classical_musopen_4832911d08b7,classical,discovery,180.0,modulation_smp_k10,10,0.4,0.12222222222222222,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_4832911d08b7__180s.npz,5585deefc1e7f1ba9cb9908a5ffb5cc768204e53f5e614e05b7518196268fc00,graphs/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4832911d08b7__180s.npz,d887343652a13ef4a9c5b671447fd1a6ada49c9963bf8261ecd5307d4f1c21a3,homology/persistence/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4832911d08b7__180s.npz,a0c1e024c57e041b325ae66ab732ce364a97e3795a7883faf99010274405834c,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4832911d08b7__180s.npz,13ede118be0608db0f7fac1367a4712a76026b65088c57cc8b3c83b30dc404e2,homology/descriptors/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4832911d08b7__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,58,58,57,15,0.2631578947368421,4,11,0.9166666666666666,0.9090909090909091,0.8807285193631067,1.105219849260756,0.7972475978102701,0.1172668513388735,0.10150375939849623,1.4499999999999997,0.0,3.1666666666666665,0.0,4,0,4,0,1.5999999999999999,0.0,1,0,success,2026-08-05,
classical_musopen_4832911d08b7__300s,classical_musopen_4832911d08b7,classical,discovery,300.0,modulation_smp_k10,10,0.4,0.12222222222222222,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_4832911d08b7__300s.npz,5585deefc1e7f1ba9cb9908a5ffb5cc768204e53f5e614e05b7518196268fc00,graphs/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4832911d08b7__300s.npz,d887343652a13ef4a9c5b671447fd1a6ada49c9963bf8261ecd5307d4f1c21a3,homology/persistence/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4832911d08b7__300s.npz,a0c1e024c57e041b325ae66ab732ce364a97e3795a7883faf99010274405834c,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4832911d08b7__300s.npz,13ede118be0608db0f7fac1367a4712a76026b65088c57cc8b3c83b30dc404e2,homology/descriptors/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4832911d08b7__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,58,58,57,15,0.2631578947368421,4,11,0.9166666666666666,0.9090909090909091,0.8807285193631067,1.105219849260756,0.7972475978102701,0.1172668513388735,0.10150375939849623,1.4499999999999997,0.0,3.1666666666666665,0.0,4,0,4,0,1.5999999999999999,0.0,1,0,success,2026-08-05,
classical_musopen_4ebac9c72c1e__180s,classical_musopen_4ebac9c72c1e,classical,discovery,180.0,modulation_smp_k10,10,0.5,0.13333333333333333,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_4ebac9c72c1e__180s.npz,1e5d62e093f6c9e1e82040b0afbdd50ac40309b45af6267ece78d029e2294dd2,graphs/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4ebac9c72c1e__180s.npz,a178bae4d0384657f379d137f14b472472e4322d0bc1cb3ca9542b9da3f7a8bf,homology/persistence/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4ebac9c72c1e__180s.npz,feac3784b9a37c617eb5e098db16f4c0690b32eacfdaf83613c5cb6e12856473,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4ebac9c72c1e__180s.npz,dc96aeb935665bbd7a86cbb17272010f22cc59c03db3e22e68c6777f47398ace,homology/descriptors/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_4ebac9c72c1e__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,30,30,29,7,0.2413793103448276,5,12,0.6,0.6666666666666666,0.9225510472748325,1.130617914870826,0.7024924081481895,0.10582639714625446,0.07389162561576355,1.5499999999999998,0.0,3.3333333333333335,0.0,4,0,4,0,1.6999999999999997,0.0,1,0,success,2026-08-05,
classical_musopen_4ebac9c72c1e__300s,classical_musopen_4ebac9c72c1e,classical,discovery,300.0,modulation_smp_k10,10,0.5,0.13333333333333333,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_4ebac9c72c1e__300s.npz,1e5d62e093f6c9e1e82040b0afbdd50ac40309b45af6267ece78d029e2294dd2,graphs/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4ebac9c72c1e__300s.npz,a178bae4d0384657f379d137f14b472472e4322d0bc1cb3ca9542b9da3f7a8bf,homology/persistence/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4ebac9c72c1e__300s.npz,feac3784b9a37c617eb5e098db16f4c0690b32eacfdaf83613c5cb6e12856473,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4ebac9c72c1e__300s.npz,dc96aeb935665bbd7a86cbb17272010f22cc59c03db3e22e68c6777f47398ace,homology/descriptors/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_4ebac9c72c1e__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,30,30,29,7,0.2413793103448276,5,12,0.6,0.6666666666666666,0.9225510472748325,1.130617914870826,0.7024924081481895,0.10582639714625446,0.07389162561576355,1.5499999999999998,0.0,3.3333333333333335,0.0,4,0,4,0,1.6999999999999997,0.0,1,0,success,2026-08-05,
classical_musopen_5118ccc9f4d0__180s,classical_musopen_5118ccc9f4d0,classical,holdout,180.0,modulation_smp_k10,10,0.4,0.1111111111111111,features/modulation_smp_prototype/180s/classical/holdout/classical_musopen_5118ccc9f4d0__180s.npz,b7e13d3ec68cd45b193257e837345fcd1b77cc989bad610aec075f7f368ca0e3,graphs/modulation_smp_prototype/k10/180s/classical/holdout/classical_musopen_5118ccc9f4d0__180s.npz,30f50b829b950d3e6742a598bedc4a776fb8b846d23d0b1a72abeaf03e7a5207,homology/persistence/modulation_smp_prototype/k10/180s/classical/holdout/classical_musopen_5118ccc9f4d0__180s.npz,42a6324f2288c54bc7ae609c0808b1c42f79dda257c5feb9310b311dcb7838c5,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/holdout/classical_musopen_5118ccc9f4d0__180s.npz,b51d69231c215c3fb5c32fc21a26cd802503d30c3bb5ee886059030f51252653,homology/descriptors/modulation_smp_prototype/k10/180s/classical/holdout/classical_musopen_5118ccc9f4d0__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,88,88,87,29,0.3333333333333333,4,10,0.8333333333333334,1.0,0.9343988459302117,1.1763865862641902,0.8485835470858221,0.09869203329369798,0.08821170809943865,1.3499999999999999,0.0,3.0,0.0,4,0,4,0,1.4999999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_5118ccc9f4d0__300s,classical_musopen_5118ccc9f4d0,classical,holdout,300.0,modulation_smp_k10,10,0.5,0.15555555555555556,features/modulation_smp_prototype/300s/classical/holdout/classical_musopen_5118ccc9f4d0__300s.npz,1fe0653d3e39567e558b680c6bf25a1a0d7920a7717bd9bae5d435dbdb955398,graphs/modulation_smp_prototype/k10/300s/classical/holdout/classical_musopen_5118ccc9f4d0__300s.npz,7836f2cd00067926645a0eacef5ee736b9270a8d27e985135596aac23f64de59,homology/persistence/modulation_smp_prototype/k10/300s/classical/holdout/classical_musopen_5118ccc9f4d0__300s.npz,a5da883a59987ca16acf1e35e46c187260180cd98c0956047219be02496290c0,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/holdout/classical_musopen_5118ccc9f4d0__300s.npz,2cb78ab999f1ab468f54daadb38a65a1a448b608bc6c798c8a78e6d28542bf20,homology/descriptors/modulation_smp_prototype/k10/300s/classical/holdout/classical_musopen_5118ccc9f4d0__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,148,148,147,47,0.3197278911564626,5,14,0.7,0.8571428571428571,0.8755028756825445,1.2426828078718655,0.7721222411074202,0.09695034476375584,0.0907650731525487,1.65,0.0,3.5,0.0,4,0,4,0,1.7999999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_53427878778a__180s,classical_musopen_53427878778a,classical,validation,180.0,modulation_smp_k10,10,0.5,0.13333333333333333,features/modulation_smp_prototype/180s/classical/validation/classical_musopen_53427878778a__180s.npz,0d94dec8d01c31b0f7c89294da6586f1d20abf02eec4601987ca97bff6ab09dd,graphs/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_53427878778a__180s.npz,8c8a59b2e40ebe27c2b32800e4b075e440dfba82311139c2de4be0b0b876d389,homology/persistence/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_53427878778a__180s.npz,f598ea3ec826c602a5fcd23a2f06fad3ae2c6e28c4d252561eac336d01651ba0,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_53427878778a__180s.npz,1644a20a225a9f920e2899d31d18cf3e466959c1653377532670c539ce7094d0,homology/descriptors/modulation_smp_prototype/k10/180s/classical/validation/classical_musopen_53427878778a__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,88,88,87,35,0.40229885057471265,5,12,0.6,1.0,0.8516439983827775,1.1229594478003144,0.6977339350121062,0.11983088915312459,0.10959636460839348,1.0499999999999998,0.0,2.5,0.0,4,0,4,0,1.1999999999999997,0.0,1,0,success,2026-08-05,
classical_musopen_53427878778a__300s,classical_musopen_53427878778a,classical,validation,300.0,modulation_smp_k10,10,0.6,0.16666666666666666,features/modulation_smp_prototype/300s/classical/validation/classical_musopen_53427878778a__300s.npz,02cf609b7f6dd5f9d6b23432b89f5ce59dd56bd1b5eaf287c38d1fa49ad01c1b,graphs/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_53427878778a__300s.npz,418b80a01666af955a16e8bf4f35eb4f2b60f8e07f691e59bcbc047ac747ba07,homology/persistence/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_53427878778a__300s.npz,c80a0297f373c6252b941a6abfa551346b8332ee75b7ac512be81c186e2f85e3,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_53427878778a__300s.npz,bfa5061a51c97be71c66638ba7e1a4f99cc832665810a6d3b8bd008776c78833,homology/descriptors/modulation_smp_prototype/k10/300s/classical/validation/classical_musopen_53427878778a__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,148,148,147,55,0.3741496598639456,6,15,0.5,0.8,0.8659045073080649,1.2230160496323637,0.6825782537425498,0.09750566893424037,0.091324200913242,1.3499999999999999,0.0,3.0,0.0,4,0,4,0,1.4999999999999998,0.0,1,0,success,2026-08-05,
classical_musopen_5b78471c4c9d__180s,classical_musopen_5b78471c4c9d,classical,discovery,180.0,modulation_smp_k10,10,0.4,0.06666666666666667,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_5b78471c4c9d__180s.npz,7e1dd8ed2105c48ff5640e4f7b1629b88fd8d70247e06af557c46eea89005148,graphs/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5b78471c4c9d__180s.npz,4ce63d5ae10fe899e9dce088d0bd92f447ea0be24a32c8834d25b5301a229b13,homology/persistence/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5b78471c4c9d__180s.npz,32f608340d1747af4c379618ae90fc1ea802fb857f0e2055bedb4866b163e566,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5b78471c4c9d__180s.npz,4293f70e8ca4692890a165231d5a8c1b182f47a0d9b47ec9fbdce44469de3125,homology/descriptors/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5b78471c4c9d__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,55,55,54,23,0.42592592592592593,4,6,0.5,1.0,0.849243786201904,0.8214094876717237,0.59252169720157,0.19684499314128945,0.1816911250873515,0.4749999999999999,0.0,1.1666666666666667,0.0,2,0,2,0,0.4999999999999999,0.0,1,0,success,2026-08-05,
classical_musopen_5b78471c4c9d__300s,classical_musopen_5b78471c4c9d,classical,discovery,300.0,modulation_smp_k10,10,0.4,0.06666666666666667,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_5b78471c4c9d__300s.npz,7e1dd8ed2105c48ff5640e4f7b1629b88fd8d70247e06af557c46eea89005148,graphs/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5b78471c4c9d__300s.npz,4ce63d5ae10fe899e9dce088d0bd92f447ea0be24a32c8834d25b5301a229b13,homology/persistence/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5b78471c4c9d__300s.npz,32f608340d1747af4c379618ae90fc1ea802fb857f0e2055bedb4866b163e566,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5b78471c4c9d__300s.npz,4293f70e8ca4692890a165231d5a8c1b182f47a0d9b47ec9fbdce44469de3125,homology/descriptors/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5b78471c4c9d__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,55,55,54,23,0.42592592592592593,4,6,0.5,1.0,0.849243786201904,0.8214094876717237,0.59252169720157,0.19684499314128945,0.1816911250873515,0.4749999999999999,0.0,1.1666666666666667,0.0,2,0,2,0,0.4999999999999999,0.0,1,0,success,2026-08-05,
classical_musopen_5f1728c240a1__180s,classical_musopen_5f1728c240a1,classical,discovery,180.0,modulation_smp_k10,10,0.6,0.16666666666666666,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_5f1728c240a1__180s.npz,8c5f44b6332cfe45a7930de78adc6f9c50fd17efd10b95ba717e743b89c4513a,graphs/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5f1728c240a1__180s.npz,dad86268c6edc42aa89b3167ada5d2f0b6881a53eca99731d997f673f6dcfa97,homology/persistence/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5f1728c240a1__180s.npz,687daf83a82c61ba5c747e069739b145acfe265d942e08939abe68f2cc677e3b,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5f1728c240a1__180s.npz,d9924c09e9a52c528a33bd2ab0e61b353a0c3382f3de67d25ece1c2f732340c7,homology/descriptors/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_5f1728c240a1__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,88,88,87,26,0.2988505747126437,6,15,0.5,0.5333333333333333,0.8495817632551944,1.1702875962604649,0.6531499435940812,0.10476945435328312,0.09435979684576316,1.9999999999999996,0.0,4.333333333333333,0.0,5,0,5,0,2.15,0.0,2,0,success,2026-08-05,
classical_musopen_5f1728c240a1__300s,classical_musopen_5f1728c240a1,classical,discovery,300.0,modulation_smp_k10,10,0.6,0.15555555555555556,features/modulation_smp_prototype/300s/classical/discovery/classical_musopen_5f1728c240a1__300s.npz,8aa5a42ebf78560bcae52a372d39541bfe8d6a279643aa8326699f0eeacff760,graphs/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5f1728c240a1__300s.npz,2d7505e782d6e84fe6368f055ff8eeb61837f53d17e8e87103675dec701d4e76,homology/persistence/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5f1728c240a1__300s.npz,f8f637ba838e3488f6e107421545eb0db02f304bf46c92b383fb7f2b7148b402,homology/persistence_sensitivity/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5f1728c240a1__300s.npz,c7902e5d826036c4286e33a74c5255507aa315e035c777c2fffe999a880ffe8a,homology/descriptors/modulation_smp_prototype/k10/300s/classical/discovery/classical_musopen_5f1728c240a1__300s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,148,148,147,53,0.36054421768707484,6,14,0.4666666666666667,0.5714285714285714,0.8196514513568116,1.1162442453655415,0.6229877751651866,0.1209218381230043,0.11490075482247694,1.5999999999999999,0.0,3.5,0.0,4,0,4,0,1.6999999999999997,0.0,2,0,success,2026-08-05,
classical_musopen_6288d37e8273__180s,classical_musopen_6288d37e8273,classical,discovery,180.0,modulation_smp_k10,10,0.6,0.15555555555555556,features/modulation_smp_prototype/180s/classical/discovery/classical_musopen_6288d37e8273__180s.npz,626cc67a0c7783537efb42165c30f3c23e7db83156fc70b709f9d767358eb0d5,graphs/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_6288d37e8273__180s.npz,48696af9f5512d7e37727810d959b6977cffb2fda47df53395386a8e3387d320,homology/persistence/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_6288d37e8273__180s.npz,239eb7a2071bb68c79baea148582b5ba895aef87a35df8df75c7e20f03e62d3e,homology/persistence_sensitivity/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_6288d37e8273__180s.npz,fcb8f6e8ed2c45b873c71e02c2a616825ace01ed687550d176e2ce40d8c140d9,homology/descriptors/modulation_smp_prototype/k10/180s/classical/discovery/classical_musopen_6288d37e8273__180s.json,ff90587b0e92a4f6f3fe293ec26d93dc1c33aee021b92944af876db64ac16afc,61,61,60,23,0.38333333333333336,6,14,0.4666666666666667,0.7142857142857143,0.883122751158476,1.0642841971984616,0.5939883201270246,0.105,0.08983050847457627,1.8499999999999996,0.0,4.0,0.0,5,0,5,0,2.05,0.0,1,0,success,2026-08-05,
